	GSM4253927	GSM4253928	GSM4253929	GSM4253930	GSM4253931	GSM4253932	GSM4253933	GSM4253934	GSM4253935	GSM4253936	GSM4253937	GSM4253938	GSM4253939	GSM4253940	GSM4253941	GSM4253942	GSM4253943	GSM4253944
ACTR3	623	300	451	262	275	377	385	686	542	533	217	327	273	469	417	439	751	355
ACTR3-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTR3B	20	0	0	0	2	6	35	8	5	0	0	0	0	28	0	6	17	18
ACTR3BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	40	0	19	17	15	3	16	7	0	23	21	0	2	8	19	15	2	0
ACTR3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	1	0	12	19	12	0	4	31	7	1	10	10	0	10	13	19	4	3
ACTR6	50	87	43	22	4	14	24	16	15	28	41	3	33	15	47	48	30	31
ACTR6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR8	41	29	45	12	30	12	75	52	38	37	22	39	26	40	24	31	35	30
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ACVR1	100	66	96	68	59	50	76	138	75	111	58	65	45	8	76	88	126	35
ACVR1B	56	59	24	19	44	34	47	32	59	55	19	47	36	51	48	38	44	12
ACVR1C	0	27	0	1	12	0	24	0	19	20	0	1	0	39	10	21	6	0
ACVR2A	67	9	29	67	9	29	5	47	10	51	26	8	33	0	17	53	87	30
ACVR2B	30	35	77	31	69	46	40	78	25	35	63	28	65	38	97	41	81	48
ACVR2B-AS1	0	25	0	0	2	0	0	0	0	0	0	10	0	4	0	0	0	13
ACVRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACY1	72	38	56	16	3	77	15	105	34	83	0	68	46	89	21	56	100	54
ACY3	21	0	8	0	0	0	0	17	0	0	0	7	0	0	0	0	0	0
ACYP1	3	11	8	39	12	48	1	0	5	0	0	0	1	30	48	17	0	0
ACYP2	22	26	11	4	3	0	3	11	17	0	20	15	23	1	22	2	13	0
ADA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ADA2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	7	7	16	1	11	21	19	28	34	12	0	0	11	6	12	0	18	21
ADAM10	1092	750	614	534	448	510	442	921	607	928	477	695	511	637	619	579	1060	510
ADAM11	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ADAM12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM15	356	397	301	279	201	241	291	439	543	230	361	192	347	295	234	294	481	309
ADAM17	40	83	93	47	47	67	56	56	156	39	48	94	108	120	52	50	87	52
ADAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADAM1A	0	0	4	4	0	0	0	0	0	0	0	11	0	0	9	0	9	0
ADAM1B	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	0	1	0	0	3	1	7	0	2	0	5	0	0	0	8	5	0	0
ADAM23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	419	136	659	193	69	41	5	637	159	592	66	384	133	96	137	75	572	125
ADAM29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	4	15	0	0	0	4	11	10	5	10	0	4	0	6	2	18	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	4	0	0	0	2	12	0	0	0	0	0
ADAM3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	21	11	16	0	8	0	3	16	0	47	29	17	27	24	26	1	21	7
ADAM9	2393	1961	2043	1309	1246	1593	1341	2616	1794	2284	1191	1550	1791	1936	1784	1876	2365	1447
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	9	8	0	0	14	0	5	17	7	23	19	5	26	0	8
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	0	0	0	8	6	24	4	24	12	40	0	0	0	8	0	14	8	0
ADAMTS14	0	27	0	6	21	7	0	0	0	3	0	0	52	75	11	1	0	22
ADAMTS15	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAMTS18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	2	0
ADAMTS5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	0	4	0	10	13	2	10	0	2	3	0	6	9	29	3	2	0	1
ADAMTS7	0	0	9	0	0	14	9	5	0	25	0	0	0	0	0	0	0	8
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	45	86	22	102	70	94	85	80	114	31	7	22	113	25	51	97	30	68
ADAMTS9-AS1	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	6	0	0
ADAMTS9-AS2	10	0	12	0	25	12	0	0	3	13	3	14	6	2	2	1	2	15
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	11	12	0	0	0	3	0	0	0	0	0	9	6	2	1	0	0
ADAMTSL4	89	31	33	17	2	0	0	19	32	32	38	2	80	11	0	2	46	7
ADAMTSL4-AS1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL5	0	0	3	0	17	0	0	0	0	17	0	45	11	25	19	14	14	0
ADAP1	74	63	60	92	71	83	77	157	65	76	40	122	42	59	51	88	106	46
ADAP2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
ADAR	357	427	416	264	159	282	264	373	439	326	355	195	341	267	226	341	402	247
ADARB1	17	2	3	0	0	11	11	24	24	0	0	0	16	6	16	18	0	11
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	19	63	57	50	48	17	32	34	78	18	56	56	68	67	81	24	47	62
ADAT2	0	2	26	36	28	13	3	0	6	0	0	23	0	8	10	0	0	0
ADAT3	0	0	0	0	0	0	3	7	4	0	0	0	0	6	4	0	7	11
ADCK1	0	10	0	10	1	3	10	0	14	21	47	0	0	5	0	16	3	20
ADCK2	61	57	7	39	4	14	12	18	15	26	0	33	5	20	14	18	29	17
ADCK5	24	2	6	14	34	0	0	0	0	0	0	8	12	12	6	0	2	0
ADCY1	0	1	0	0	2	40	24	0	0	0	0	0	0	3	0	0	6	0
ADCY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10P1	5	0	11	0	3	8	0	0	22	0	0	11	16	0	12	18	0	2
ADCY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY3	12	5	0	0	19	50	12	18	0	0	0	6	8	10	16	20	0	0
ADCY4	8	0	2	2	0	4	0	0	0	4	24	4	0	0	6	0	0	0
ADCY5	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0
ADCY6	229	94	117	99	120	75	98	159	79	154	144	139	133	91	113	143	151	68
ADCY6-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADCY7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	13	0
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	33	18	58	60	43	79	80	37	42	72	53	23	23	29	51	75	59	31
ADCYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	332	285	342	220	103	302	277	410	271	184	198	332	307	292	258	292	353	198
ADD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ADD3	740	580	596	459	379	500	469	600	457	664	352	488	416	471	509	504	922	344
ADD3-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1	14	5	1	3	0	0	0	0	0	23	2	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA3	13	85	27	126	76	92	133	68	136	38	173	8	50	57	163	209	83	89
ADGRA3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3-DT	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADGRD1	0	0	0	0	0	7	0	0	0	1	0	3	0	0	0	0	0	0
ADGRD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD2	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0
ADGRE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	112	119	120	76	68	129	87	140	106	170	58	53	76	141	105	109	153	73
ADGRF1	607	172	589	276	157	164	235	707	181	525	210	577	157	262	132	288	682	188
ADGRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADGRF4	19	7	29	22	0	0	0	13	0	0	1	82	19	8	0	9	57	0
ADGRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	7	83	57	39	110	113	81	94	91	24	48	12	22	94	73	96	142	86
ADGRG2	26	0	0	2	0	0	0	0	0	12	0	3	5	0	3	0	27	25
ADGRG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG5	15	0	0	0	0	8	0	1	0	16	0	0	0	12	2	25	13	0
ADGRG6	1953	1227	1669	748	629	851	531	1777	913	1704	598	1088	954	824	811	786	1955	719
ADGRG7	0	0	16	0	0	0	0	12	0	2	0	2	0	0	0	0	0	0
ADGRL1	241	73	176	51	24	43	29	135	132	197	29	121	73	29	32	19	161	38
ADGRL1-AS1	0	7	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0
ADGRL2	1609	1415	1054	1494	1217	1026	1326	918	1460	1422	1712	1309	1259	1556	1298	1280	1302	1063
ADGRL3	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRV1	0	0	6	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	17
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	3	0	11	17	0	39	0	0	0	8	0	5	3	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	207	239	200	131	143	221	146	306	197	339	93	73	145	121	119	95	146	127
ADH5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH6	2	7	1	5	0	12	17	20	66	1	19	8	0	9	31	28	0	24
ADH7	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ADHFE1	8	2	14	2	0	0	0	0	0	5	2	28	6	15	6	0	7	0
ADI1	125	148	91	146	248	125	107	200	108	151	101	78	128	70	144	162	112	58
ADI1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADI1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ADIPOR1	324	220	204	189	163	178	149	173	204	359	167	204	204	138	139	138	293	248
ADIPOR1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	542	356	354	178	286	234	228	340	238	310	230	226	262	270	244	274	348	94
ADIRF	2	28	2	1	37	63	43	0	14	9	15	0	11	3	44	17	26	12
ADIRF-AS1	0	0	0	0	17	0	9	0	0	0	0	0	0	1	11	0	0	0
ADK	8	72	16	20	36	25	68	56	39	14	13	27	30	43	38	39	11	48
ADM	94	21	104	28	26	57	14	100	30	26	50	112	54	92	85	24	95	0
ADM-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ADM2	29	4	25	4	0	0	0	13	12	68	0	15	1	17	0	0	33	18
ADM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP	185	355	327	171	227	204	180	281	294	343	292	254	215	265	243	188	295	174
ADNP-AS1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0
ADNP2	76	70	94	44	38	69	39	97	39	46	66	79	100	69	59	110	86	24
ADO	37	85	44	31	40	15	23	41	64	55	37	32	31	79	56	60	58	65
ADORA1	48	36	29	7	0	0	0	13	37	57	22	8	2	0	9	14	23	26
ADORA2A	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	81	19	71	5	0	20	11	55	18	20	4	2	30	23	38	50	63	1
ADORA2BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK	57	62	61	84	63	23	105	75	29	39	19	47	39	77	20	101	68	12
ADPGK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRH	1	9	0	11	0	0	0	0	0	14	7	0	0	13	0	23	0	0
ADPRHL1	0	13	1	8	5	11	24	7	17	12	16	8	1	2	0	2	7	0
ADPRM	13	2	2	19	13	18	15	0	1	50	9	0	0	3	18	2	0	17
ADPRS	48	13	38	2	0	41	14	48	19	15	24	20	59	44	22	21	66	0
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADRA1B	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	21	0	0
ADRA2A	52	106	84	153	28	79	41	146	117	145	72	73	71	13	37	94	132	113
ADRA2B	0	0	0	0	0	14	0	0	0	0	0	0	0	11	3	0	0	0
ADRA2C	0	0	0	7	1	0	0	0	0	9	0	0	0	0	2	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4
ADRB2	0	6	10	7	0	10	0	10	16	4	0	0	0	0	0	0	0	9
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRM1	52	18	100	50	41	53	54	128	35	27	85	55	75	56	71	102	65	43
ADSL	10	39	45	35	15	59	56	28	88	20	40	4	83	92	51	31	34	2
ADSS1	134	172	129	31	0	15	1	15	89	144	106	25	33	12	10	10	24	11
ADSS2	142	177	106	83	101	224	81	141	136	138	104	154	136	180	86	111	142	48
ADTRP	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEBP2	82	69	104	101	80	58	75	106	60	68	40	74	155	75	55	42	86	43
AEN	1	97	22	63	26	28	47	73	49	47	100	14	66	43	24	51	19	2
AFAP1	176	124	75	19	42	92	58	55	138	45	46	45	25	57	14	74	103	26
AFAP1-AS1	0	0	58	53	5	49	10	32	22	92	69	18	22	9	40	0	12	0
AFAP1L1	43	12	1	20	31	3	7	7	51	12	8	0	16	0	12	19	6	6
AFAP1L2	21	3	38	0	0	4	4	9	0	0	0	11	0	0	0	11	29	0
AFDN	484	383	492	367	166	282	396	636	456	473	136	430	320	297	404	429	588	306
AFDN-DT	34	0	1	1	0	0	5	1	18	0	0	3	1	3	7	0	2	0
AFF1	266	159	165	177	103	115	106	237	197	244	148	137	231	176	176	122	207	174
AFF2	141	33	126	22	10	41	36	93	58	76	47	15	10	10	55	112	80	41
AFF2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	0	14	0	0	0	0	0	0	7	5	0	7	0	0	0	0	0	0
AFF4	668	562	681	332	217	309	329	841	496	556	403	595	476	455	403	386	716	503
AFF4-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFG1L	15	20	0	10	20	11	40	0	0	0	2	12	17	15	17	0	30	1
AFG3L1P	19	27	26	16	3	37	26	13	0	14	21	16	5	16	0	11	13	0
AFG3L2	103	79	82	90	141	67	148	96	41	197	93	71	106	149	136	154	40	43
AFG3L2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	72	62	45	31	45	53	19	15	38	62	12	26	2	26	37	14	62	23
AFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	154	173	132	99	67	169	80	225	162	234	42	91	51	135	121	136	133	112
AFTPH-DT	0	0	0	0	0	0	5	0	4	0	0	19	0	0	0	0	0	6
AGA	41	16	55	6	15	22	14	77	16	68	34	47	25	26	42	56	59	15
AGA-DT	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AGAP1	67	214	157	137	149	157	135	102	139	86	139	142	168	147	164	222	180	83
AGAP1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AGAP10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	0	0	0	0	4	4	0	0	10	8	0	0	0	0	0	0	0	0
AGAP12P	40	18	0	0	0	0	0	0	0	0	2	22	22	0	0	0	0	0
AGAP13P	0	19	0	13	0	0	0	0	0	0	0	4	13	0	29	31	2	0
AGAP14P	0	0	0	1	0	0	0	1	17	0	0	0	0	0	1	0	0	0
AGAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16
AGAP3	9	42	24	28	25	88	15	27	62	15	15	27	82	20	19	46	38	39
AGAP4	0	3	0	0	32	0	0	2	4	10	8	21	13	0	0	0	29	0
AGAP5	0	0	10	0	0	3	0	0	0	5	0	4	2	0	20	3	0	0
AGAP6	35	5	2	14	4	10	10	3	0	0	8	0	9	23	21	26	13	40
AGAP7P	0	0	0	0	3	0	21	0	0	0	0	0	0	3	0	0	2	0
AGAP9	0	8	40	0	0	5	0	0	0	0	0	0	0	18	0	2	25	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	8	12	6	5	2	2	8	4	5	12	10	16	6	10	3	10	8	2
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL3	0	0	2	0	5	0	16	0	1	0	0	0	0	1	0	1	0	0
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	93	59	59	24	22	17	13	135	22	12	24	23	28	55	42	44	29	25
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5-IT1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
AGER	0	7	0	14	0	0	0	18	0	0	0	0	0	0	0	5	14	0
AGFG1	341	202	291	194	76	246	198	276	233	374	89	187	222	130	265	103	285	223
AGFG2	65	72	36	38	62	21	16	35	54	44	75	22	47	73	49	88	29	65
AGGF1	42	73	52	81	60	69	75	85	66	74	164	34	68	90	76	120	50	35
AGGF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AGGF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGK	43	34	20	10	38	53	86	2	47	2	0	60	13	62	27	30	8	22
AGK-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGL	165	85	50	106	31	83	98	210	50	82	59	85	72	56	95	131	144	21
AGMAT	0	0	1	1	0	3	12	6	7	4	0	0	0	2	1	12	0	0
AGMO	0	23	28	13	5	2	0	7	19	0	0	16	0	2	27	0	44	1
AGO1	76	147	58	62	48	115	122	71	60	85	79	58	129	75	108	120	75	67
AGO2	138	118	131	83	63	151	129	195	102	116	152	85	81	223	101	148	125	48
AGO3	36	35	33	38	44	40	57	14	82	26	30	57	60	78	133	25	34	30
AGO4	125	78	101	66	58	89	48	145	49	124	34	66	92	84	43	149	234	18
AGPAT1	67	172	87	119	49	82	83	165	129	152	106	83	188	125	64	148	144	100
AGPAT2	170	78	109	58	53	61	80	143	80	91	57	27	36	67	50	51	90	17
AGPAT3	271	281	295	201	180	198	217	298	144	277	156	232	309	134	156	164	267	193
AGPAT4	1	0	1	13	0	13	5	6	2	46	32	6	0	6	9	30	14	0
AGPAT5	44	66	8	26	50	18	100	24	36	16	46	8	50	56	16	70	32	20
AGPAT5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPS	124	161	110	117	169	168	209	219	124	143	68	169	97	187	202	275	224	105
AGR2	3149	1810	1572	975	1743	2824	2059	1775	1069	2796	1302	1304	1316	1809	1983	2624	2661	1179
