	GSM4072022
Alpk1	414
Alpk2	698
Alpk3	2041
Alpl	864
Alppl2	0
Als2	1209
Als2cl	2375
Als2cr11	0
Als2cr11b	3
Als2cr12	95
Alx1	0
Alx3	0
Alx4	132
Alyref	863
Alyref2	88
Amacr	526
Ambn	1
Ambp	1
Ambra1	1261
Amd-ps1	0
Amd-ps3	0
Amd-ps4	0
Amd-ps5	0
Amd1	1624
Amd2	47
Amdhd1	4
Amdhd2	775
Amelx	7
Amer1	766
Amer2	5
Amer3	0
Amfr	6290
Amh	24
Amhr2	12
Amica1	70
Amigo1	418
Amigo2	184
Amigo3	113
Ammecr1	300
Ammecr1l	1429
Amn	1
Amn1	1273
Amot	1214
Amotl1	8462
Amotl2	5497
Ampd1	1461
Ampd2	637
Ampd3	1488
Amph	15
Amt	152
Amtn	0
Amy1	2764
Amy2-ps1	0
Amy2a1	0
Amy2a2	10
Amy2a3	10
Amy2a4	10
Amy2a5	42
Amy2b	0
Amz1	198
Amz2	1181
Anapc1	4747
Anapc10	475
Anapc11	706
Anapc13	597
Anapc15	397
Anapc15-ps	0
Anapc16	894
Anapc2	1008
Anapc4	1152
Anapc5	5520
Anapc7	781
Ang	104
Ang-ps1	3
Ang-ps2	0
Ang-ps3	0
Ang2	0
Ang4	0
Ang5	0
Ang6	0
Angel1	174
Angel2	1204
Angpt1	570
Angpt2	252
Angpt4	24
Angptl1	170
Angptl2	4211
Angptl3	77
Angptl4	5039
Angptl6	123
Angptl7	127
Angptl8	1211
Ank	7170
Ank1	792
Ank2	1635
Ank3	1266
Ankar	0
Ankdd1a	45
Ankdd1b	35
Ankef1	2142
Ankfy1	3159
Ankhd1	3881
Ankib1	2041
Ankk1	0
Ankle1	59
Ankle2	1668
Ankmy1	9
Ankmy2	695
Ankra2	267
Ankrd1	9
Ankrd10	1131
Ankrd11	4482
Ankrd12	1865
Ankrd13a	2551
Ankrd13b	113
Ankrd13c	1938
Ankrd13d	76
Ankrd16	832
Ankrd17	6636
Ankrd2	467
Ankrd22	0
Ankrd23	4946
Ankrd24	362
Ankrd26	293
Ankrd27	1044
Ankrd28	1355
Ankrd29	21
Ankrd31	0
Ankrd33	0
Ankrd33b	556
Ankrd34a	15
Ankrd34b	6
Ankrd34c	15
Ankrd35	50
Ankrd36	0
Ankrd37	11
Ankrd39	290
Ankrd40	4616
Ankrd42	140
Ankrd44	1861
Ankrd45	0
Ankrd46	1117
Ankrd49	207
Ankrd50	1820
Ankrd52	1596
Ankrd53	10
Ankrd54	362
Ankrd55	20
Ankrd6	97
Ankrd60	0
Ankrd61	81
Ankrd63	19
Ankrd65	2
Ankrd66	3
Ankrd7	1
Ankrd9	702
Anks1	2434
Anks1b	31
Anks3	514
Anks4b	45
Anks6	216
Ankub1	29
Ankzf1	571
Anln	199
Ano1	1559
Ano10	1665
Ano2	4
Ano3	18
Ano4	90
Ano5	719
Ano6	2657
Ano7	1
Ano8	918
Ano9	33
Anp32-ps	0
Anp32a	2094
Anp32b	542
Anp32b-ps1	0
Anp32e	939
Anpep	1697
Antxr1	1076
Antxr2	1644
Antxrl	4
Anxa1	3072
Anxa10	0
Anxa11	1281
Anxa13	0
Anxa2	8560
Anxa3	777
Anxa4	2463
Anxa5	9124
Anxa6	8574
Anxa7	4236
Anxa8	88
Anxa9	86
Aoah	256
Aoc1	0
Aoc2	118
Aoc3	10058
Aox1	4188
Aox2	7
Aox3	67
Aox4	2
Ap1ar	876
Ap1b1	2794
Ap1g1	3741
Ap1g2	503
Ap1m1	920
Ap1m2	45
Ap1s1	823
Ap1s2	430
Ap1s3	845
Ap2a1	1539
Ap2a2	6443
Ap2b1	3094
Ap2m1	3100
Ap2s1	1268
Ap3b1	1772
Ap3b2	31
Ap3d1	4679
Ap3m1	1970
Ap3m1-ps	0
Ap3m2	381
Ap3s1	2261
Ap3s1-ps1	0
Ap3s1-ps2	3
Ap3s2	838
Ap4b1	764
Ap4e1	785
Ap4m1	1006
Ap4s1	486
Ap5b1	275
Ap5m1	754
Ap5s1	459
Ap5z1	537
Apaf1	951
Apba1	322
Apba2	13
Apba3	1358
Apbb1	311
Apbb1ip	424
Apbb2	1771
Apc	4110
Apc-ps1	17
Apc2	196
Apcdd1	416
Apcs	0
Apeh	1246
Apela	28
Apex1	506
Apex2	637
Aph1a	1506
Aph1b	627
Aph1c	371
Api5	2243
Api5-ps	0
Apip	746
Apitd1	17
Aplf	286
Apln	185
Aplnr	836
Aplp1	65
Aplp2	50432
Apmap	4494
Apoa1	7
Apoa1bp	1287
Apoa2	27
Apoa4	2
Apoa5	3
Apob	85
Apobec1	1052
Apobec2	2770
Apobec3	1417
Apobec4	2
Apobr	415
Apoc1	1196
Apoc2	20
Apoc3	45
Apoc4	79
Apod	1483
Apoe	31914
Apof	13
Apoh	10
Apol10a	1
Apol10b	263
Apol11a	0
Apol11b	5
Apol6	2016
Apol7a	13
Apol7b	7
Apol7c	55
Apol7e	153
Apol8	6
Apol9a	274
Apol9b	277
Apold1	2147
Apom	6
Apon	6
Apoo	802
Apoo-ps	724
Apool	842
Apopt1	732
App	7444
Appbp2	1860
Appl1	1581
Appl2	1519
Aprt	482
Aptx	592
Aqp1	7064
Aqp10-ps	5
Aqp11	324
Aqp12	0
Aqp2	23
Aqp3	32
Aqp4	348
Aqp5	201
Aqp6	0
Aqp7	3930
Aqp8	5
Aqp9	13
Aqr	1604
Ar	920
Araf	2056
Arap1	3367
Arap2	1660
Arap3	1359
Arc	190
Arcn1	4324
Areg	77
Arel1	2422
Arf1	5042
Arf2	638
Arf3	3052
Arf4	2001
Arf5	1333
Arf6	3347
Arfgap1	1421
Arfgap2	2002
Arfgap3	833
Arfgef1	4077
Arfgef2	4150
Arfgef3	51
Arfip1	878
Arfip2	948
Arfrp1	824
Arg1	16
Arg2	45
Arglu1	2448
Arhgap1	1255
Arhgap10	1014
Arhgap11a	253
Arhgap12	1591
Arhgap15	429
Arhgap17	889
Arhgap18	1886
Arhgap19	835
Arhgap20	514
Arhgap21	2047
Arhgap22	187
Arhgap23	1069
Arhgap24	1423
Arhgap25	957
Arhgap26	2664
Arhgap27	543
Arhgap28	241
Arhgap29	5304
Arhgap30	1587
Arhgap31	2246
Arhgap32	1152
Arhgap33	25
Arhgap35	4684
Arhgap36	2
Arhgap39	555
Arhgap4	471
Arhgap40	55
Arhgap42	627
Arhgap44	162
Arhgap5	5525
Arhgap6	392
Arhgap8	48
Arhgap9	499
Arhgdia	4122
Arhgdib	561
Arhgdig	45
Arhgef1	1911
Arhgef10	960
Arhgef10l	746
Arhgef11	2167
Arhgef12	12290
Arhgef15	787
Arhgef16	81
Arhgef17	1458
Arhgef18	2249
Arhgef19	52
Arhgef2	2881
Arhgef25	335
Arhgef26	167
Arhgef28	1373
Arhgef3	1140
Arhgef33	11
Arhgef37	99
Arhgef38	68
Arhgef39	16
Arhgef4	147
Arhgef40	1654
Arhgef5	834
Arhgef6	1474
Arhgef7	2422
Arhgef9	511
Arid1a	2500
Arid1b	2951
Arid2	2200
Arid3a	345
Arid3b	179
Arid3c	0
Arid4a	1214
Arid4b	1422
Arid5a	804
Arid5b	1138
Arih1	4289
Arih2	2201
Arl1	2423
Arl10	289
Arl11	77
Arl13a	10
Arl13b	488
Arl14	1
Arl14ep	525
Arl14epl	28
Arl15	533
Arl16	153
Arl2	758
Arl2bp	791
Arl3	303
Arl4a	2046
Arl4c	565
Arl4d	203
Arl5a	2760
Arl5b	1667
Arl5c	116
Arl6	159
Arl6ip1	3124
Arl6ip4	517
Arl6ip5	1131
Arl6ip6	297
Arl8a	535
Arl8b	2764
Arl9	0
Armc1	1129
Armc10	456
Armc12	0
Armc2	194
Armc3	4
Armc4	0
Armc5	429
Armc6	198
Armc7	165
Armc8	1126
Armc9	313
Armcx1	340
Armcx2	378
Armcx3	906
Armcx4	391
Armcx5	277
Armcx6	44
Armt1	1150
Arnt	1794
Arnt2	44
Arntl	548
Arntl2	577
Arpc1a	1654
Arpc1b	3852
Arpc2	2850
Arpc3	2276
Arpc4	2047
Arpc5	2205
Arpc5l	1634
Arpin	400
Arpp19	1300
Arpp21	126
Arr3	3
Arrb1	3812
Arrb2	687
Arrdc1	435
Arrdc2	268
Arrdc3	1989
Arrdc4	952
Arrdc5	1
Arsa	1494
Arsb	940
Arsg	151
Arsi	133
Arsj	21
Arsk	333
Art1	834
Art2a-ps	59
Art2b	59
Art3	1965
Art4	26
Art5	144
Artn	1
Arv1	69
Arvcf	338
Arx	1
Arxes1	335
Arxes2	1657
As3mt	314
Asah1	2002
Asah2	1062
Asap1	1244
Asap2	863
Asap3	410
Asb1	687
Asb10	128
Asb11	334
Asb12	79
Asb13	541
Asb14	267
Asb15	198
Asb16	193
Asb17	1
Asb18	313
Asb2	1574
Asb3	338
Asb4	43
Asb5	510
Asb6	525
Asb7	615
Asb8	725
Asb9	0
Ascc1	311
Ascc2	852
Ascc3	1996
Ascl1	4
Ascl2	2
Ascl3	8
Ascl4	16
Ascl5	0
Asf1a	454
Asf1b	70
Asgr1	1
Asgr2	9
Ash1l	4884
Ash2l	976
Asic1	114
Asic2	0
Asic3	47
Asic4	3
Asic5	0
Asl	475
Asmt	0
Asna1	1397
Asns	1172
Asnsd1	1325
Aspa	1063
Aspdh	6
Aspg	5583
Asph	3436
Asphd1	24
Asphd2	20
Aspm	146
Aspn	842
Asprv1	17
Aspscr1	1058
Asrgl1	738
Ass-ps1	0
Ass1	202
Aste1	309
Astl	1
Astn1	40
Astn2	115
Asun	984
Asxl1	1351
Asxl2	2280
Asxl3	97
Asz1	0
Atad1	1529
Atad2	529
Atad2b	1012
Atad3a	2061
Atad5	196
Atat1	395
Atcay	75
Ate1	1775
Atf1	740
Atf2	2116
Atf3	1116
Atf4	3644
Atf5	5938
Atf6	2988
Atf6b	597
Atf7	2586
Atf7ip	3787
Atf7ip2	1
Atg10	433
Atg101	869
Atg12	1660
Atg13	874
Atg14	322
Atg16l1	1690
Atg16l2	540
Atg2a	1766
Atg2b	2165
Atg3	999
Atg4a	553
Atg4a-ps	0
Atg4b	1315
Atg4c	386
Atg4d	720
Atg5	611
Atg7	1594
Atg9a	1328
Atg9b	123
Athl1	654
Atic	1207
Atl1	125
Atl2	1463
Atl3	7120
Atm	1460
Atmin	966
Atn1	683
Atoh1	1
Atoh7	0
Atoh8	199
Atox1	1464
Atp10a	754
Atp10b	67
Atp10d	690
Atp11a	2280
Atp11b	1540
Atp11c	1176
Atp12a	0
Atp13a1	1307
Atp13a2	2058
Atp13a3	4257
Atp13a4	5
Atp13a5	12
Atp1a1	3867
Atp1a2	34023
Atp1a3	2776
Atp1a4	8
Atp1b1	757
Atp1b2	226
Atp1b3	3016
Atp1b4	83
Atp2a1	30196
Atp2a2	17312
Atp2a3	901
Atp2b1	2740
Atp2b2	21
Atp2b3	35
Atp2b4	2021
Atp2c1	2159
Atp2c2	45
Atp4a	4
Atp4b	218
Atp5a1	82341
Atp5b	94754
Atp5c1	11244
Atp5d	7285
Atp5e	3172
Atp5f1	12148
Atp5g1	1582
Atp5g2	1353
Atp5g3	3518
Atp5h	6633
Atp5j	2608
Atp5j2	7005
Atp5k	3749
Atp5k-ps2	0
Atp5l	5014
Atp5l-ps1	0
Atp5l-ps2	0
Atp5l2-ps	0
Atp5o	7682
Atp5s	151
Atp5sl	887
Atp6ap1	3212
Atp6ap1l	0
Atp6ap2	1415
Atp6v0a1	3429
Atp6v0a2	2468
Atp6v0a4	5
Atp6v0b	2246
Atp6v0c	3824
Atp6v0c-ps1	0
Atp6v0d1	1638
Atp6v0d2	1117
Atp6v0e	2289
Atp6v0e2	275
Atp6v1a	5048
Atp6v1b1	234
Atp6v1b2	3591
Atp6v1c1	1759
Atp6v1c2	10
Atp6v1d	1702
Atp6v1e1	3395
Atp6v1e2	0
Atp6v1f	1599
Atp6v1g1	2475
Atp6v1g2	48
Atp6v1g3	25
Atp6v1h	3258
Atp7a	847
Atp7b	7
Atp8a1	5302
Atp8a2	14
Atp8b1	579
Atp8b2	1019
Atp8b3	4
Atp8b4	599
Atp8b5	57
Atp9a	4408
Atp9b	2127
Atpaf1	868
Atpaf2	2584
Atpif1	461
Atr	1354
Atraid	1325
Atrip	139
Atrn	2902
Atrnl1	1841
Atrx	6040
Atxn1	2183
Atxn10	1232
Atxn1l	2031
Atxn2	2532
Atxn2l	1816
Atxn3	846
Atxn7	1266
Atxn7l1	1030
Atxn7l2	128
Atxn7l3	1276
Atxn7l3b	1921
Auh	2282
Aunip	10
Aup1	1943
Aurka	56
Aurkaip1	1672
Aurkb	60
Aurkc	0
Auts2	599
Aven	351
Avil	65
Avl9	1641
Avp	0
Avpi1	219
Avpr1a	72
Avpr1b	0
Avpr2	30
Awat1	0
Awat2	43
Axdnd1	72
Axin1	930
Axin2	504
Axl	3491
Aym1	2
Azgp1	15
Azi2	1942
Azin1	2902
Azin2	238
B020004C17Rik	0
B020004J07Rik	0
B020011L13Rik	0
B020017C02Rik	2
B020031M17Rik	0
B130006D01Rik	97
B230104I21Rik	5
B230118H07Rik	582
B230207O21Rik	0
B230217C12Rik	41
B230219D22Rik	2145
B230307C23Rik	106
B230359F08Rik	1
B2m	38516
B330016D10Rik	187
B3galnt1	231
B3galnt2	739
B3galt1	241
B3galt2	1976
B3galt4	49
B3galt5	15
B3galt6	214
B3gat1	10
B3gat2	189
B3gat3	978
B3glct	864
B3gnt2	353
B3gnt3	335
B3gnt4	19
B3gnt5	50
B3gnt6	5
B3gnt7	17
B3gnt8	415
B3gnt9	135
B3gntl1	284
B430203G13Rik	62
B430218F22Rik	128
B430305J03Rik	177
B430306N03Rik	350
B4galnt1	456
B4galnt2	12
B4galnt3	13
B4galnt4	23
B4galt1	3024
B4galt2	136
B4galt3	350
B4galt4	283
B4galt5	978
B4galt6	830
B4galt7	410
B4gat1	490
B630005N14Rik	787
B630019K06Rik	61
B930041F14Rik	139
B930094E09Rik	86
B9d1	73
B9d2	72
BB014433	0
BB019430	0
BB114814	1
BB287469	0
BC002163	6
BC003331	1317
BC003965	975
BC004004	2384
BC005537	5300
BC005561	692
BC005624	746
BC016579	5
BC017158	584
BC017643	501
BC021614	42
BC021767	13
BC021891	32
BC022687	39
BC022960	3
BC023105	80
BC023829	464
BC024139	29
BC024978	379
BC025446	5
BC025920	108
BC026585	918
BC027072	0
BC028528	250
BC029214	1019
BC029722	676
BC030336	1076
BC030499	82
BC030500	0
BC030867	6
BC030870	19
BC031181	1194
BC034090	239
BC035044	47
BC035947	158
BC037034	636
BC048403	88
BC048502	0
BC048507	0
BC048546	1
BC048562	0
BC048609	2
BC048671	0
BC048679	59
BC049352	22
BC049702	0
BC049715	69
BC049730	0
BC049762	12
BC051019	5
BC051142	43
BC051628	6
BC051665	0
BC052040	80
BC053393	15
BC055324	61
BC061212	0
BC061237	0
BC064078	85
BC067074	766
BC068281	177
BC080695	0
BC080696	0
BC085271	8
BC089491	5
BC089597	5
BC094916	254
BC100451	81
BC100530	0
BC106179	81
BC107364	12
BC117090	0
BC147527	15
Baalc	0
Baat	5
Babam1	1305
Bace1	1692
Bace2	124
Bach1	1870
Bach2	319
Bad	438
Bag1	6809
Bag2	230
Bag3	1168
Bag4	1220
Bag5	494
Bag6	3569
Bahcc1	759
Bahd1	554
Baiap2	1097
Baiap2l1	208
Baiap2l2	19
Baiap3	211
Bak1	729
Bambi	76
Bambi-ps1	11
Banf1	544
Banf2	2
Bank1	131
Banp	431
Bap1	1633
Bard1	80
Barhl1	2
Barhl2	18
Barx1	0
Barx2	30
Basp1	487
Batf	58
Batf2	105
Batf3	73
Bax	636
Baz1a	1176
Baz1b	5255
Baz2a	2708
Baz2b	3269
Bbc3	258
Bbip1	395
Bbof1	132
Bbox1	4
Bbs1	215
Bbs10	118
Bbs12	54
Bbs2	389
Bbs4	218
Bbs5	167
Bbs7	183
Bbs9	436
Bbx	1998
Bcam	1513
Bcan	10
Bcap29	322
Bcap31	5081
Bcar1	614
Bcar3	816
Bcas1	34
Bcas2	742
Bcas3	1064
Bcat1	216
Bcat2	1011
Bccip	753
Bcdin3d	98
Bche	1124
Bckdha	10084
Bckdhb	2240
Bckdk	3154
Bcl10	741
Bcl11a	140
Bcl11b	233
Bcl2	882
Bcl2a1a	49
Bcl2a1b	141
Bcl2a1c	0
Bcl2a1d	47
Bcl2l1	1001
Bcl2l10	22
Bcl2l11	766
Bcl2l12	159
Bcl2l13	3647
Bcl2l14	56
Bcl2l15	17
Bcl2l2	1710
Bcl3	211
Bcl6	1211
Bcl6b	1161
Bcl7a	646
Bcl7b	891
Bcl7c	515
Bcl9	315
Bcl9l	908
Bclaf1	3757
Bco1	16
Bco2	30
Bcor	708
Bcorl1	425
Bcr	923
Bcs1l	396
Bdh1	115
Bdh2	32
Bdkrb1	1
Bdkrb2	3
Bdnf	50
Bdp1	1893
Bean1	15
Becn1	2181
Begain	32
Bend3	269
Bend4	191
Bend5	40
Bend6	34
Bend7	170
Best1	38
Best2	1
Best3	14
Best4-ps	2
Bet1	783
Bet1l	820
Bex1	18
Bex2	0
Bex4	1
Bex6	7
Bfar	1445
Bfsp1	21
Bfsp2	2
Bglap	0
Bglap2	0
Bglap3	75
Bgn	3266
Bhlha15	52
Bhlha9	2
Bhlhb9	240
Bhlhe22	5
Bhlhe23	0
Bhlhe40	2711
Bhlhe41	1007
Bhmt	25
Bhmt-ps1	0
Bhmt2	34
Bicc1	630
Bicd1	855
Bicd2	2720
Bid	200
Bik	59
Bin1	2360
Bin2	412
Bin3	355
Birc2	1300
Birc3	869
Birc5	151
Birc6	12665
Birc7	0
Bivm	363
Blcap	2162
Blk	12
Blm	168
Blmh	1206
Blnk	397
Bloc1s1	770
Bloc1s2	137
Bloc1s2-ps	7
Bloc1s3	337
Bloc1s4	301
Bloc1s5	723
Bloc1s6	711
Blvra	1066
Blvrb	1032
Blzf1	593
Bmf	476
Bmi1	1668
Bmp1	1104
Bmp10	1
Bmp15	0
Bmp2	53
Bmp2k	1694
Bmp3	357
Bmp4	40
Bmp5	232
Bmp6	365
Bmp7	148
Bmp8a	1
Bmp8b	181
Bmper	622
Bmpr1a	2236
Bmpr1b	57
Bmpr2	5872
Bms1	1244
Bmx	41
Bmyc	326
Bnc1	0
Bnc2	376
Bnip1	443
Bnip2	2214
Bnip3	2662
Bnip3l	2947
Bnip3l-ps	0
Bnipl	19
Boc	621
Bod1	1005
Bod1l	3133
Bok	147
Bola1	309
Bola2	456
Bola3	2260
Boll	4
Bop1	1004
Bora	71
Borcs5	297
Borcs6	521
Borcs7	235
Borcs8	385
Bpgm	476
Bphl	804
Bpi	1
Bpifa1	1
Bpifa2	5
Bpifa3	0
Bpifa5	0
Bpifa6	1
Bpifb1	4
Bpifb2	7
Bpifb3	1
Bpifb4	1
Bpifb5	7
Bpifb6	2
Bpifb9a	17
Bpifb9b	2
Bpifc	57
Bpnt1	1566
Bptf	3619
Braf	2157
Brap	2207
Brat1	615
Brca1	116
Brca2	1050
Brcc3	628
Brd1	2333
Brd2	4729
Brd3	878
Brd4	1293
Brd7	1183
Brd8	1464
Brd9	906
Brdt	56
Bre	1066
Brf1	794
Brf2	216
Bri3	1158
Bri3bp	850
Bricd5	2
Brinp1	0
Brinp2	49
Brinp3	8
Brip1	223
Brix1	343
Brk1	1949
Brms1	391
Brms1l	406
Brox	1844
Brpf1	1510
Brpf3	658
Brs3	0
Brsk1	39
Brsk2	83
Brwd1	4520
Brwd3	723
Bscl2	3545
Bsdc1	1630
Bsg	10336
Bsn	171
Bsnd	0
Bsph1	0
Bsph2	0
Bsph2-ps	0
Bspry	59
Bst1	76
Bst2	4341
Bsx	0
Btaf1	3288
Btbd1	4179
Btbd10	659
Btbd11	208
Btbd16	66
Btbd17	11
Btbd18	22
Btbd19	169
Btbd2	734
Btbd3	725
Btbd6	430
Btbd7	1401
Btbd8	74
Btbd9	799
Btc	111
Btd	880
Btf3	2766
Btf3l4	1709
Btg1	2744
Btg1-ps1	0
Btg1-ps2	0
Btg2	2563
Btg3	200
Btg4	0
Btk	119
Btla	141
Btn1a1	120
Btn2a2	11
Btnl1	2
Btnl10	61
Btnl2	9
Btnl4	2
Btnl5-ps	2
Btnl6	0
Btnl7-ps	19
Btnl9	3341
Btrc	654
Bub1	32
Bub1b	222
Bub3	1224
Bud13	315
Bud31	759
Bves	119
Bysl	800
Bzrap1	86
Bzw1	4298
Bzw2	1230
C030005K15Rik	8
C030039L03Rik	93
C030048H21Rik	4
C130026I21Rik	476
C130032M10Rik	0
C130050O18Rik	58
C130060K24Rik	0
C130073F10Rik	10
C130074G19Rik	6079
C130079G13Rik	5
C1d	677
C1galt1	1282
C1galt1c1	214
C1qa	3691
C1qb	3145
C1qbp	705
C1qc	3549
C1ql1	2
C1ql2	1
C1ql3	20
C1ql4	0
C1qtnf1	597
C1qtnf2	72
C1qtnf3	48
C1qtnf4	46
C1qtnf5	245
C1qtnf6	124
C1qtnf7	109
C1qtnf9	1084
C1ra	2522
C1rb	0
C1rl	493
C1s1	4657
C1s2	12
C2	1519
C2cd2	1720
C2cd2l	664
C2cd3	1131
C2cd4a	6
C2cd4b	1
C2cd4c	21
C2cd4d	20
C2cd5	969
C3	24659
C330007P06Rik	2443
C330013J21Rik	94
C330018D20Rik	393
C330021F23Rik	33
C330027C09Rik	185
C3ar1	1499
C430049E01Rik	2
C4b	13528
C4bp	20
C4bp-ps1	3
C530008M17Rik	46
C530025M09Rik	0
C5ar1	479
C5ar2	184
C6	80
C7	79
C730034F03Rik	143
C77080	546
C77370	16
C87414	2
C87436	406
C87499	0
C87977	0
C8a	16
C8b	0
C8g	108
C9	0
C920008G01Rik	1
C920009B18Rik	342
C920025E04Rik	24
CAAA01000182.1	0
CAAA01093158.1	0
CAAA01093181.2	5
CAAA01096603.1	0
CAAA01147332.1	234
CAAA01165726.1	0
CAAA01180111.1	282
CAAA01202134.1	1
CH25-501L8.5	0
CH25-588N10.1	2
CH25-588N10.2	196
CH36-169F23.3	0
CH36-169F23.5	0
CH36-472P4.3	0
CK137956	10
CN725425	3
CR936839.1	0
CR974586.1	4
CR974586.2	0
CR974586.3	0
CR974586.4	0
CR974586.5	5
CR974586.6	0
CT868723.1	78
CU041226.1	0
Caap1	192
Cab39	5781
Cab39l	1198
Cabin1	1686
Cables1	2625
Cables2	458
Cabp1	102
Cabp2	10
Cabp4	58
Cabp5	8
Cabp7	19
Cabs1	0
Cabyr	51
Cacfd1	759
Cachd1	502
Cacna1a	391
Cacna1b	34
Cacna1c	623
Cacna1d	147
Cacna1e	211
Cacna1f	10
Cacna1g	232
Cacna1h	93
Cacna1i	2
Cacna1s	3823
Cacna2d1	1999
Cacna2d2	52
Cacna2d3	21
Cacna2d4	217
Cacnb1	574
Cacnb2	46
Cacnb3	170
Cacnb4	174
Cacng1	148
Cacng2	27
Cacng3	1
Cacng4	38
Cacng5	0
Cacng6	342
Cacng7	90
Cacng8	14
Cactin	455
Cacul1	2170
Cacybp	1192
Cad	831
Cadm1	429
Cadm2	155
Cadm3	267
Cadm4	250
Cadps	1
Cadps2	368
Cage1	104
Calb1	22
Calb2	0
Calca	10
Calcb	0
Calcoco1	2087
Calcoco2	4
Calcr	4
Calcrl	986
Cald1	2826
Calhm1	0
Calhm2	246
Calhm3	0
Calm1	9137
Calm2	3813
Calm3	5178
Calm4	1
Calm5	0
Calml3	7
Calml4	20
Caln1	74
Calr	7190
Calr-ps	0
Calr3	224
Calr4	10
Calu	5404
Caly	1
Camk1	1160
Camk1d	518
Camk1g	7
Camk2a	445
Camk2b	2526
Camk2d	2253
Camk2g	1180
Camk2n1	393
Camk2n2	20
Camk4	162
Camkk1	27
Camkk2	1443
Camkmt	63
Camkv	1
Caml	369
Camp	0
Camsap1	841
Camsap2	3383
Camsap3	220
Camta1	339
Camta2	807
Cand1	2628
Cand2	397
Cant1	1248
Canx	9229
Cap1	3945
Cap2	817
Capg	1596
Capn1	1411
Capn10	256
Capn11	1
Capn12	139
Capn13	0
Capn15	401
Capn2	5190
Capn3	507
Capn5	316
Capn6	40
Capn7	1611
Capn8	72
Capn9	5
Capns1	8036
Capns2	12
Caprin1	9055
Caprin2	395
Caps2	490
Capsl	33
Capza1	3165
Capza2	4185
Capza3	0
Capzb	2580
Car1	1
Car10	17
Car11	105
Car12	97
Car13	618
Car14	80
Car15	21
Car2	207
Car3	51396
Car4	326
Car5a	16
Car5b	4331
Car6	3
Car7	57
Car8	214
Car9	34
Card10	427
Card11	355
Card14	25
Card19	522
Card6	228
Card9	112
Carf	687
Carhsp1	5232
Carkd	1266
Carm1	711
Carnmt1	1157
Carns1	101
Cars	1104
Cars2	918
Cartpt	0
Casc1	40
Casc3	802
Casc4	383
Casc5	142
Casd1	944
Cask	1301
Caskin1	39
Caskin2	1047
Casp1	468
Casp12	330
Casp14	0
Casp16-ps	0
Casp2	521
Casp3	730
Casp4	384
Casp6	231
Casp7	407
Casp8	945
Casp8ap2	753
Casp9	650
Casq1	3903
Casq2	588
Casr	84
Cass4	96
Cast	2647
Casz1	440
Cat	17277
Catip	10
Catsper1	0
Catsper2	148
Catsper3	2
Catsper4	9
Catsperb	0
Catsperd	18
Catsperg1	84
Catsperg2	9
Cav1	19999
Cav2	3616
Cav3	151
Cbarp	219
Cbfa2t2	1070
Cbfa2t2-ps1	0
Cbfa2t3	431
Cbfb	1355
Cbl	3181
Cblb	1152
Cblc	43
Cbll1	212
Cbln1	0
Cbln2	0
Cbln3	38
Cbln4	0
Cbr1	1032
Cbr2	191
Cbr3	663
Cbr4	1149
Cbs	23
Cbwd1	335
Cbx1	1012
Cbx2	96
Cbx3	1296
Cbx3-ps1	0
Cbx3-ps2	0
Cbx3-ps3	1
Cbx3-ps4	0
Cbx3-ps5	0
Cbx3-ps6	0
Cbx3-ps7	0
Cbx4	1228
Cbx5	3181
Cbx6	801
Cbx7	857
Cbx8	172
Cby1	217
Cby3	5
Cc2d1a	523
Cc2d1b	1302
Cc2d2a	680
Cc2d2b	27
Ccar1	1314
Ccar2	1202
Ccbe1	168
Ccbl1	475
Ccbl2	619
Ccdc102a	203
Ccdc103	11
Ccdc105	0
Ccdc106	54
Ccdc107	371
Ccdc108	28
Ccdc109b	107
Ccdc110	0
Ccdc112	41
Ccdc113	0
Ccdc114	219
Ccdc115	350
Ccdc116	34
Ccdc117	983
Ccdc12	500
Ccdc120	53
Ccdc121	3
Ccdc122	217
Ccdc124	728
Ccdc125	163
Ccdc126	106
Ccdc127	1573
Ccdc129	117
Ccdc13	5
Ccdc130	146
Ccdc134	200
Ccdc136	82
Ccdc137	399
Ccdc138	86
Ccdc14	109
Ccdc141	453
Ccdc142	82
Ccdc144b	315
Ccdc146	28
Ccdc148	20
Ccdc149	79
Ccdc15	134
Ccdc150	10
Ccdc151	12
Ccdc152	59
Ccdc153	6
Ccdc154	9
Ccdc155	2
Ccdc157	457
Ccdc158	46
Ccdc159	104
Ccdc160	6
Ccdc162	199
Ccdc163	136
Ccdc166	39
Ccdc167	427
Ccdc169	31
Ccdc17	136
Ccdc170	202
Ccdc171	256
Ccdc172	0
Ccdc173	105
Ccdc174	748
Ccdc175	3
Ccdc177	0
Ccdc178	0
Ccdc18	79
Ccdc180	4
Ccdc181	233
Ccdc182	0
Ccdc183	5
Ccdc184	8
Ccdc185	0
Ccdc186	1174
Ccdc187	9
Ccdc188	2
Ccdc189	101
Ccdc190	0
Ccdc191	284
Ccdc22	506
Ccdc24	13
Ccdc25	807
Ccdc27	1
Ccdc28a	209
Ccdc28b	383
Ccdc3	3178
Ccdc30	201
Ccdc32	285
Ccdc33	0
Ccdc34	328
Ccdc36	13
Ccdc38	8
Ccdc39	48
Ccdc40	3
Ccdc42	0
Ccdc43	617
Ccdc47	3072
Ccdc50	4754
Ccdc50-ps	5
